reviewer_name,rating,title,body,date
David Ball,1,Absolutely atrocious customer service.,"Absolutely atrocious customer service.Everything I try to order is showing over 2 weeks delivery and it's been like this for 2 months.I pay for amazon prime which is supposed to be free next day delivery.I have been on the customer services chat for over an hour and a half, passed to 4 different advisors a d no one could explain why everything is 2 weeks delivery.",2026-03-31
Christy Wilkins,1,Consant delays,"I order my dogs flea and tick collars last week and I am a prime member so, they should have been here by now they are supposedly sitting at the fedex facility in Lowell Arkansas and has been since last Thursday the 26th haven't being processed amazon has there door dash drivers so, probably one of them has them or someone at the lowell facility isn't doing there job or possibly one of them has stolen my flea and tick collars be aware you might not get what you order this is unacceptable but, tomorrow I will call amazon back and hopefully reorder and they will be here soon",2026-03-31
Sherri Heavner,1,Amazon Baby Registry…,"I am generally satisfied with my Amazon orders. Yesterday I tried to use the baby registry for a couple registered with Amazon.Their registry could not be found. I tried on more than one device. They sent me the link. I opened it. I had entered everything correctly. I went to contribute, entered the amount etc but it refused to submit. Multiple tries. Eventually I had them try from their side. Eventually it let them submit one and I verified their 2FA. I said try the other items. When they did I got an email to verify my card. I did on Amazon's link. It then proceeded to cancel any attempt after. This was not done on my card's behalf, it was all Amazon. I had to Paypal them the money and they had to then go into their registry to order. Why? Because if not through the registry the orders did not get the discount. I spent some time trying to report all the issues. I kept getting transferred. They kept wanting more information. When I tried to look it up it paused the chat and I would get someone else. I doubt any of this will be fixed. Got platitudes and empty concerns. I have never had any luck with their registry and it is not me.",2026-03-30
Kelly,1,Customer Concerns Don’t Matter to Amazon,"“I am a longtime Amazon customer who spends a substantial amount of money each year, and I am extremely frustrated with repeated issues in their delivery, return, and customer service processes. Packages frequently arrive days late, and in some cases are reported as delivered — including notifications from Alexa — before they actually arrive. Returned items that I have followed all instructions to send back are consistently marked as not received. Weeks later, I receive notifications that charges will be reapplied to my account, despite providing proof of the return.Customer service representatives routinely fail to listen to what I am explaining. They often repeat questions I’ve already answered or ask irrelevant questions, and it seems they are following a script rather than actually listening. It is painfully obvious that the training Amazon provides their representatives falls far short — their employees are neither empowered nor prepared to resolve recurring issues.Amazon’s quality control and quality assurance processes are clearly failing, as I continue to experience late deliveries, mishandled returns, and unhelpful customer service. These systemic failures create unnecessary stress and inconvenience for customers who follow all proper procedures, and give the strong impression that, although Amazon is both big and convenient, it seems they don’t feel the need to worry about losing customers.”",2026-03-30
Joshua Nielsen,1,"SCAM, DON'T EVER SHOP HERE","I ordered a watch for 5000 DKK and never received the package. I allowed extra time, as my amazon orders have often been delayed in the past, but when it became clear it was taking too long, I contacted amazon, described the situation in detail, and requested a refund; they showed no concern and simply responded that there was nothing they could do. I find it unacceptable that a customer like me, who has spent thousands on amazon, is handled this way, and I will not be shopping here again.",2026-03-30
Jo Sarath,5,Good products nice,,2026-03-30
Theo Tomlinson,1,They send me the wrong item instead of…,They send me the wrong item instead of a laptop. I immediately send it back so it arrives with them on 2nd of March. They are now telling me it takes 60 days to process refunds like this instead of the 14 days in their general policy. It’s now the 30th of March and they are just ending customer service chats with me before I can fully understand what’s going on,2026-03-30
Aurora kirli,1,Utterly unprofessional and shody,"Would give0!!  but there's no option to do that. I ordered things that I needed for work today to be delivered yesterday. They are obviously lost, missing and transit.No one can answer me....I asked for a refund.I spoke to 9 different people on amazon chat, and they all kept going...I'm so sorry....We understand how frustrating .I wanted a refund.So that I could have gone to the shop and repurchased the items I needed.Now they have kept me on hold for over an hour.Talking nonsense, the same as they did from ten p m last night, and I would not recommend that you shop with them.They have really gone downhill.They're unreliable and their packages arrive late, or they're thrown on your front door step, or once they even sent me a dirty mattress with a big blood stain.In the middle of it, I wouldn't have recommend shopping with them at all",2026-03-30
Amazon sucks.,1,Amazon is garbage,Amazon is garbage! Jeffy is a poor business boy that only cares about himself and his “kind”! Keep winning jeffy!! Keep screwing over your customers for your satisfaction.,2026-03-30
Wayne Thomas,1,Shocking!!!,"Shocking!!!This is the last time I’m going to be messed about with Amazon,There’s other site I’ll be buying from in future! This is the 5th item that’s not been delivered since January’ I pay prime and music and have spent Thousands over the years,Because of the greed these foreign Delivery Driver! They load their vans with far more than they can Deliver and the rest of our item are stuck in their vans over night! And phoning India is nothing but a joke! They can’t understand half of what I’m saying so cancelling this account and would Advise anybody else to do the same",2026-03-29
Chris PB,1,Don't use Amazon in NZ,Bought an item which was shipped from AU. Item not usable. Amazon expect me to pay over $100 to ship back to the US. Tried 3 times to contact customer service - changed their minds - promised a refund (in writing) - then said they couldn't. What a terrible experience.,2026-03-29
James,2,Always late on deliveries in…,"Always late on deliveries in Statesville, North Carolina. They tell you next day, but it is three days later. I ordered coffee, 4 bags, $32. I pay yearly for PRIME. Their movies suck, too many gay scenes they sneak in on you. Now their delivery sucks to.  And I tried to order a Greenworks tool and they said it could not be delivered to my address. I put my sons in. No delivery to his address. So, I ordered from Greenworks cost me $15 more for insurance, and delivery.",2026-03-29
guinivere,1,“Return received but refund still delayed”,"}I returned an item which was confirmed as received, but I’ve experienced delays and conflicting information from customer service regarding my refund.Support responses have been inconsistent, and chats have been ended without resolution, which has been frustrating.I am still waiting for the refund to be processed",2026-03-29
DWS,1,"Formal Complaint, Request for Investigation, Compensation","Dear Amazon Customer Service,I am writing to raise a formal complaint regarding two serious delivery failures that occurred with my recent orders, as well as to request compensation for the inconvenience, delay, and stress caused.First, my parcel scheduled for delivery today was delivered to the wrong address and handed to an unknown individual. I have no information about who received my item, and I was not contacted at any point. This is completely unacceptable and raises concerns about the security and accuracy of your delivery process.Second, the delivery for my order yesterday was left outside my front door without any attempt to knock or notify me. I only became aware of the delivery because I received a notification stating that the item had been delivered. Leaving parcels unattended in this way poses a significant risk, as anyone could have taken the item.Although I have been informed that a redelivery will take place within the next 24 hours, this does not resolve the disruption caused. I was expecting my items today, and now I am forced to wait due to errors that were entirely avoidable. This is the second delivery failure in 24 hours, which is extremely concerning.I would like to highlight the following Amazon delivery policies, which have not been followed:- Deliveries must be made to the correct address. If a parcel is delivered to the wrong address, Amazon acknowledges this as a service error.- Parcels should not be handed to unknown individuals. Handing a parcel to someone who is not the customer, a household member, or an appropriate neighbour is not permitted.- Drivers are expected to attempt contact by knocking or ringing the doorbell. This did not happen.- Parcels should only be left in a safe place, and only when the customer has designated or approved it. My front door is not a secure location, and I did not authorise this.- Amazon remains responsible for the parcel until it is delivered correctly to the intended recipient.Given the repeated failures and the inconvenience caused, I am requesting appropriate compensation. While a redelivery has been arranged, it does not address the delay, the stress caused, or the fact that your delivery standards were not met on two consecutive occasions.I also request that this matter be investigated urgently and that steps are taken to prevent this from happening again.For escalation purposes, I am aware that Amazon’s Executive Customer Relations team can be contacted, and I will consider escalating this matter if necessary.I look forward to your prompt response and a satisfactory resolution.",2026-03-29
Lukasz Skrzypczak,1,Not trust atnall,"They are completely useless you cant add your complaint using their services, they saying delivery was unable what it means now one was at my home I have cameras all around house they don't accept wrong doing against them really poor performance",2026-03-29
Richard Rapp,5,Great job keep it up😎.,,2026-03-29
Jennifer,1,Scum doesn’t even begin to cover it.,"Scum doesn’t even begin to cover it.Nor does incompetent con people.There is no support, no manners, no accountability, literally no way to raise a complaint - hideous company, all customer support should be replaced with ai so they would have something that could follow a basic plot.",2026-03-29
LeAndre Holthuysen,1,If I could give zero stars,"If I could give zero stars, I would. The delivery service has been absolutely shocking lately. ""Package handed to tenant"" but I'm sitting here waiting for it. Not the first time, and I am fed up. If that package is not in my possession within the hour, I am taking legal action. You have had enough time and oppotunities to correct this",2026-03-29
Pauline Finneran,1,This company has really gone down hill…,This company has really gone down hill don't know what's changed but it isn't good prime members are supposedly to eat next day delivery what's happened to that as it's days or longer now I'm waiting for my goods to be delivered,2026-03-29
Alys,5,Always arive next day,Always arive next day. No problems with orders. Returns always refunded promptly. Numerous updates re different stages of delivery.,2026-03-29
Ahsan Malik,4,fast devilry secure payment but…,fast devilry secure payment but returned policy very strict,2026-03-29
Twitch Clips,1,Though I have asked over 10 times for…,"Though I have asked over 10 times for Amazon not to charge cards stored on my personal Amazon account for business expenses on my Amazon seller account, big Amazon is going to do whatever they want and keep doing it for years.  I have to remove my card after each purchase if I am trying to to comingle my accounts.  I REVOKE AUTHORIZATION FOR AMAZON TO CHARGE MY PERSONAL PAYMENT METHODS FOR BUSINESS ACCOUNT BALANCES.  ANY FURTHER ATTEMPTS WILL BE TREATED AS UNAUTHORIZED TRANSACTIONS.  They just did it again today and my bank cancelled my card when I told them it was fraudulent.  Now I am without access to my personal account for the weekend. Thanks, Amazon.  What great service.  Their website where you are supposed to be able to request help is an infinite loop of clicking buttons so they don't have to deal with you (if you have 3 answered tickets).  I can't even see my bill.  I am only directed to give a credit card without knowing the charges.  This is one of America's greatest companies?  Awful.",2026-03-29
Penny Thibodeau,5,Amazon is the best on line shopping…,Amazon is the best on line shopping experience,2026-03-29
Eve Eve,5,My favourite place to go to buy…,"My favourite place to go to buy anything.Simply the easiest ,and returns are so easy, customer service five stars.",2026-03-29
Oscar Quang,1,They lied to me about delivery why am i…,They lied to me about delivery why am i using prime if it aint even gonna work. moretime they hung up on me when im talking about why im frustrated,2026-03-28
Jack Zoeller,1,Four next-day delivery orders cancelled by Amazon,"I placed 4 orders for 5 different items on the same afternoon.  All were scheduled for next day delivery.  Not a single one arrived. Amazon sent messages that each of the four deliveries were cancelled.  They gave no reason.  I tried multiple methods of contacting them over 1-1/2 hours, but all were unsuccessful.  One time a bot sent a link for me to verify my account, but it did not work! All I wanted was to understand why they cancelled the orders rather than delivering them a day later.  I did get four separate refunds but it was an exasperating experience.  Three of the items were gifts to be taken on an out of town trip the next day.  I would advise not to put in multiple orders on the same day.  And even with a Prime membership, not to rely on delivery targets.",2026-03-28
Caz,1,Had my account hacked,Had my account hacked. £200 worth of items and told order could not be cancelled and have to wait of delivery to reject them. I informed 1 hour after purchases. Will be deleting my account and never using again,2026-03-28
Becky Williams,1,Protect the LOYAL CUSTOMERS then the one that scammed.,"..ANOTHER ACCOUNT USE  my PERSONAL BANK ACCOUNT CARD for THEIR ACCOUNT. Which there should be some kind of protection for the PERSONAL OWER of the card like password, a pin,a security etc. Instead of protecting them Amazon should protect the card holder better. With not protecting us , Amazon will started losing LOYAL CUSTOMERS that purchase way more then the $ 6.60 from the CUSTOMERS that scammed. Thank you from an ONCE LOYAL CUSTOMER. Show quoted text",2026-03-28
Kevin Thomann,1,Amazon is terrible,"I've been having so many problems with Amazon. Couple months ago ordered six packages, only two packages came had to sit there and wait a month to get my refunds from what I didn't receive! So it's not actually all the time Amazon it's Amazon's processing facility here in Columbia South Carolina. It's just brutal here I'm not the only one that complains because this processing center works when they want to work and the people that work there don't care if you get your packages. I've complained many times to Amazon and they do nothing. So I finally got my money back so I decide to try again before I purchase Amazon prime. So packages start coming so I decide to get the Amazon prime. I fell a couple months ago and I'm still bleeding from the wound I received. So I start ordering these Band-Aids that are extra large on Amazon. I can get them inside the Walmart store but they're always out of stock and with Walmart from what I learned they don't have like a manager that goes around and orders Walmart orders it automatically if the products have been sold. So on March 17th 2026 I ordered like five packs of these extra large Band-Aids so today I go to order more and it only allows me to purchase two packs I'm not kidding you it says I had met my limits for these Band-Aids and I can't order anymore! So I call Amazon sucks and you have to go through that process of the Amazon sucks send you a message to your phone number so I say yes and it sends me the code and then finally I get through to a customer service agent and nobody answers you can hear the click. So I have to do it again so I go through the stupid Amazon sucks process finally get to talk to a customer service mail in the Philippines he starts listening I'm not yelling or anything I'm just trying to explain why can't I order more and he hangs up so I have to call back again to Amazon sucks I get a woman she's nice she said take me to the order number read me the order number so I do she said sir just order another one so I try to order another one and again I said see tells me I have reached the limit of ordering these Band-Aids why she said she doesn't know she says try to order again same thing happens. Can you believe it that they have a limit on the packages of Band-Aids I'm not kidding Band-Aids there's a limit on how many you can order this is a joke right that's what I said this is a joke so that I can go on Walmart order 100 of them if I want them and she has no answers so it just sucks Amazon sucks.",2026-03-28
M. E.,1,Teach your drivers to read and…,"Teach your drivers to read and comprehend English. Apparently the driver of truck 631683 in Kentucky can’t read. Signs say do not block driveway, this inconsiderate, lazy driver thought no one was watching….amazon won’t do anything….guess we are back to this again this year",2026-03-28
Tudor Gazzard,1,Shocking absolute joke lied to 3 days…,Shocking absolute joke lied to 3 days in a row can I upload screen shots on here,2026-03-28
Carsten Christensen,1,I have an account,"I have an account,  but can't use it because the geniuses at Amazon want me to use 20 year old information I dont have, to reactivate the account.",2026-03-28
Natalie Dolcevita,1,Amazon refused to refund a missing…,"Amazon refused to refund a missing parcel and hid behind a broken verification system.I was told to verify my ID through a link they sent, but the link does not work at all. I tried multiple devices and browsers and keep getting errors like “too many redirects” and “page not available.” I have clear screenshots proving this.Despite explaining this multiple times, Amazon refused to provide any alternative way to verify my identity and simply told me there is nothing they can do.So not only was my parcel not delivered, but I am also being denied a refund because their own system is broken.Very poor customer service and completely unacceptable handling of a simple issue.",2026-03-28
Declan Murphy,1,Amazon  ads…,"Amazon have adjusted their online ads to be OPEN on scroll, rather than CLICK.  This cheap trick destroys our ability to read content and scroll through it, as scrolling through an Amazon ad opens the amazon ad.  Shows zero respect for us.     Shows we have a major problem ahead .....",2026-03-28
GooglyEyes,1,Delivery's always late !!!!,"Lately almost all of my purchases from Amazon are late. I don't mean a day or two I mean days late. One of my latest purchases was supposed to be arriving on the expected date, didn't show up. I checked the tracking info and the item showed it had never even been shipped yet. I waited a couple more days and checked again, still has not shipped. So I tried to cancel the order but it wouldn't let me . It said I could not cancel the item because it was in the process of being shipped. By this time I just didn't want this item anymore. If the item has not been shipped then let me cancel my order.Amazon delivery dates are never right, everything is late, late, late. Do better Amazon !",2026-03-28
Anon,1,Deceiving,For some reason make everything incredibly deceiving and hard to cancel / understand. I’m tech literate and was ok navigating but I know a lot of people who would fall for their tricks. Honestly avoid,2026-03-28
Ryan,2,Lots of false advertising with Amazon…,Lots of false advertising with Amazon Prime shipping times of 2 days or less. You order an item and then get a shipping delay notification. You pay over $120/year for Prime and dont get what you pay for. You then have to wait to chat with customer service to get a credit on a future purchase. If I had to wait 5 days to get an item I would have never ordered it in the first place. Amazon seems to keep getting worse as the years go by. Do better.,2026-03-28
Jockomo,1,1.7 ⭐'s & ESCAPES ALL RESPONSIBILITY,The disrespectable incredible train wreck that I'm witnessing coming on here is insane. JUST INSANE!!✋🤨 #StopFeedingTheBeasts! 🛑 Nothing will ever change till we start changing our habits and start getting these evil manipulative hooks out of us!,2026-03-28
Mr David Morgan,1,Don’t Trust AZ Guarantee on Amazon,As a rule Amazon are good but when it comes the third party guarantee AZ don’t assume you are safe because you are not as I found out but luckily I have not lost out on this .I ordered a solar panel kit from a company and a few days later recieved just a single item from the order and it stated on the site item delivered when in a way it was but only one item was sent so I sent a message through Amazon stating what had happened and given this is almost £400 I was a little concerned but not overly worried as I thought Amazon had my back so to speak .The following day Exo Worthy messaged to say don’t be worried the rest of the shipment will arrive this is normal .I waited and sure enough another single item arrived and then thanks Evri the last of the items arrived .Now I was relived that the delay which had caused most of this issue came from Evri and a lame excuse they couldn’t get access to property ( rubbish and heard before ) Now all the goods arrived thanks in part to Trust Pilot The matter is closed and I advised Amazon that I wasAt last in receipt of the goods paid for .Today out of the blue I have been advised my claim is denied and I would not have been covered by the guarantee I’m not the first that this has happed to and my ire isn’t pointed at anyone accept Amazon for allowing this practice and Evri for the usual fire service I have since looked on eBay and checked the feedback of this company which to be fair have been ok in this case but when thier customers had the same experience thier money wasRefunded as it should have been although in my case I just wanted my goods . Poor choice of couriers and very poor dispatch system although made up in partBy customer service but if it had all gone wrong I would not have got my £400 back . This is just a warning to anyone caring to read it don’t rely on Amazon and the AZ guarantee over this as it shone a light on what to expectWhen things go wrong I’m seriously toying with dumping them,2026-03-27
Vanina Spsasova,1,Paying for Prime to not receive the order for more than a month,"Prime order with next day delivery, suddenly deluver date changed for 2 weeks ahead. Contacted CS, received partial order. Weeks after the delivery date promised contacted them again, they promised delivery, refund and a month of Prime compensation. Waited another 2 weeks, chased again to only they cancel so to me to re-order and sayings nothing else is to be done- no compensation or anything. Joke",2026-03-27
Jean Winters,5,This is an unusual experience but patience works,"This is an unusual experience, I know. But I have to share it.  I returned two key fob covers that did not work for my second Lexus key.  Inadvertently I included my actual Lexus key in one of the two packages.  I reported it to Amazon and had the patience to get through to the (offshore outsourced) reps, although it did take some time to get them to understand.  I never in a million years expected Amazon to actually search the packages.  It took about a week and a half, but today I received my Lexus key in the mail from Amazon.  To say I was shocked is an understatement.  A new key to my 2023 Lexus would have cost me about $1,000.",2026-03-27
Jay-J Garrett,1,Gone downhill,"Terrible. I had a pet vacuum under warranty which simply needed a cable replacement. They only accepted return via 1 courier service which is on the other side of the city. I used to order monthly especially with a pup and they started using dragonfly instead of DHL. I placed an order of 5 items on Monday morning. It said some stuff would arrive Tuesday Thursday and Friday. Great. After paying and checking email everything got batched to Friday. That’s not what it said when I placed the order. After waiting all week and all day it’s now 7pm and I’m waiting on dragonfly. Only received out for delivery at 5pm. By 9pm I’m in bed I have to be up early for work. You can’t change, cancel or pick up your order unlike DHL/PostNL which I never had issues with and both collection points 5/10 mins walk away. I really regret after the vacuum order coming back again. Only because certain items only sold via Amazon. Next time I will pay extra elsewhere and make sure they only use professional courier services and not last mile nonsense. Definitely avoid their useless customer service and delivery services.",2026-03-27
Laura Fowler,1,BEWARE OF BUYING USED MERCHANDISE FROM AMAZON,"I ordered two “like-new” items from Amazon recently. Both items were supposed to be in “mint”, “like-new” condition. The first was a trimmer which was in rough condition. The second item i ordered was a genuine Apple 2 meter woven cord. Instead, I received a one meter non-woven cord with the wrong connector.  AMAZON DOES NOT SEEM TO INSPECT RETURNED MERCHANDISE. In the first instance the trimmer was badly used. In the second instance someone returned an old cord and kept the new one they ordered!",2026-03-27
mendel,3,one day shipping scam,one day shipping scam,2026-03-27
Todd P. Trujillo,5,I’ve been an Amazon Prime member for…,"I’ve been an Amazon Prime member for years and the convenience is unbeatable. Fast shipping, great customer service, and the return process is always hassle-free. It’s my go-to for pretty much everything from household essentials to electronics",2026-03-27
Moroccan,5,I’ve had a consistently great experience overall,"I’ve had a consistently great experience with Amazon. My deliveries are almost always on time, and whenever I’ve had an issue, customer service has been kind, professional, and very helpful.They have always been accommodating with replacements, courtesy refunds when appropriate, and resolving problems quickly and respectfully. That level of service really makes a difference. Overall, Amazon has been reliable and easy to deal with, and I truly appreciate the support they provide.",2026-03-27
Mr CARTER,1,Absolutely ridiculous and costly situation,"If you selling something that needs a pin code in order for it to be delivered then you should be telling them this clearly before you take payment for the item.Unbelievably inconvenient especially when the delivery address is different to the account holder/buyer.This has been a nightmare and extremely expensive in fuel running around trying to deal with it, hardly appropriate given the current situation with the planet, fuel cost and national economic situation.",2026-03-27
Siddharth Das,3,Convenient but not always consistent,"Amazon is convenient and has a wide range of products, but the experience isn’t always consistent.Some orders arrive quickly while others get delayed, and product quality can vary depending on the seller.It’s useful, but you still need to be careful while ordering.",2026-03-27
Mr stephen craggs,1,Shocking always trying to sell you…,Shocking always trying to sell you something else. Too many rubish products. My last amazon parcel did not show and eventually got Moy money back after spending days waiting in for a parcel that never came.Web site rubbish. All about money not customer service. This is the last time I use them. Rubbish. Typical amercian coperate company..,2026-03-27
Ian White,2,Amazon Downers,"I have two points:1. You are not allowed to leave negative feedback on items you have bought that do not meet your required standards. How are sellers using Amazon as a selling platform going to know if goods are poor quality if Amazon protects them from negative feedback.2. The Prime Service on the whole is good, but Prime doesn't include music, which requires another subscription of just under a £100. Unfair in my opinion.",2026-03-27
Brenda Russell,5,Been using amazon for years,Been using amazon for years. Amazing delivery times. Odd occassion an item is delayed but Amazon always sort out a refund if applicable. Think the £8.99 membership is a little steep but its all relative when you get next day or even same day delivery.,2026-03-27
Chrissy,1,Amazon allows repeated fraud by third-party sellers and fails to protect buyers,"I purchased a Lenovo Yoga Pro 9i laptop on Amazon Marketplace for $2,427.70. The product page displayed ""Visit the Lenovo Store"" — I had no idea I was purchasing from a third party. The laptop arrived from a seller called Montana Joe operated by Techdeals in Brooklyn NY. Before setting it up I checked the Lenovo warranty using the serial number. The warranty had been activated 31 days before my purchase date proving it was pre-owned and fraudulently listed as new. Amazon customer service confirmed there was no fraud department to escalate to and that returning to the fraudulent seller was my only option. Multiple other buyers have reported identical fraud from this same seller. I had to file an FTC report and an IC3 complaint to get any traction. Amazon needs to improve third-party seller disclosure and fraud handling policies to protect buyers.",2026-03-27
KAREN O'SULLIVAN,5,I want to applaud Amazon for their…,"I want to applaud Amazon for their excellent customer service!. I ordered an item and after the purchase, the delivery date showed later than initially advertised. After contacting their CS team, they sourced the item, prioritised it, and got it delivered on time. I'm really happy with how quickly they dealt with the issue!",2026-03-27
Willie Emerson,2,Amazon Blink camera system,"Amazon Blink camera system, outside in particular, when it works, it’s not too bad. The system tends to revert to “cloud” storage , which I detest! Do not want subscriptions, cloud storage or otherwise . I have been using various outside cameras for over a year. Unreliable. Inconsistent recordings/triggers. I realize certain locations are not ideal to place, but in our neighborhood, there are few locations that work well. It’s the triggering and recording that is my issue. I would recommend looking elsewhere. I have contacted tech support more than once without any real resolution. The system seemed to “correct “ itself. Too much time spent troubleshooting. Also, the “requirement “ that you use lithium only batteries is unreasonable as several cameras run those batteries down quickly without being used. Do some homework before purchasing the Amazon Blink camera system. I didn’t. Paying for it now!",2026-03-27
Gary Harber,1,HOW TO MAKE A 5* REVIEW A 0* REVIEW,"YET ANOTHER should be 0* review.I honestly believe Amazon know what is going on with its couriers/deliveries, especially when the courier is good enough to take a photo.Given a delivery window of between 7pm-9pm, I found the delivery notification online, when randomly checking (I wasn't buzzed/called)  I found a pile of packages (3) for 3 different people, dumped just inside the door of our block, IN THE FOYER...AGAIN.AGAIN, DUMPED...IN A PUBLIC PLACE, WITHOUT NOTIFICATION.A nice photo is available, BUT I see no way to upload it Trustpilot?SOI just went to leave feedback (on the Amazon site) for this delivery, only to find my (OLD/LAST 5* (for making it to my door with the last delivery) review was rejected, because? ""Your review doesn't meet our community guidelines. Please edit and resubmit""THIS IS THAT REVIEW""A G8 (cheaper than most supermarkets OWN BRAND) price, and speedy Prime TO MY DOOR delivery is what helped make this purchase 5*.It's not often I get to say this, but delivery (and the driver) were A1. The driver actually took the time to deliver TO ME...on the 1st floor, and not (as is often the case) dump the delivery in the Foyer of the flats, without any notification, so, well done that man...well done Amazon.Heinz soups are still one of the best, and this is absolutely the best price/place I've ever found it, so I always take the opportunity to stock up, when I find these deals, and that always seems to be with Amazon""It's like I said...""how to make a 5* review a 0* review""",2026-03-27
Scott Isitoro,1,I am looking at cancelling my Amazon…,"I am looking at cancelling my Amazon prime, never ordering from them again and using eBay and others. Multiple chats for a refund due (2, 12 packs of theatre size Nerds candy, only 1 arrived), all bullshitters saying same, i.e., ""Don't worry, I am here to help."" Filed BBB complaint as this is not 1st time with negative experience; IT WILL BE THE LAST. Must be training people to deny, deny and hope they give up ..not me",2026-03-26
Ivana,1,Big Shop of Horrors,"A shop that stocks such an amaz-ing volume of absolute senseless trash, it might as well be called Big Shop of Horrors. If this ""retailer"" has a head buyer like most decent businesses do, well this one must be an absolute imbecile, and I mean that in a clinical sense.",2026-03-26
Heidi Lindley,1,Some Amazon Drivers,I am so sorry to give this score as this is not all drivers. The driver for my envelopes only delivered 1 and not the other. He marked that he delivered both. There were 2 packages for another lady and 1 envelope for me so I thought both bday cards were in the same envelope. So when he marked both items delivered he lied as there was only one my nephews card in the envelope. Disgusting service how would they not like to received their items. This is not a house this is an apartment building. It is unacceptable to leave them outside. If they had rung my apartment I would have let them in and they could have left them in the lobby. Anyone could have taken them. Please I am sure most of your customers feel the same way. Stop leaving them and not alerting customers. What happened if I was not home or out of town. Disgraceful service. Extra information in reference to your email on Sat March 28th 2025In reference to your email about my complaint I don’t live in a single family home I live in an apartment building with 52 apartments in it so the garbage about single family home and my front door is incorrect it was left at the front door of the building. Here is some information for you to think about and make up more untruths. If someone puts instructions they should be followed you are a delivery company so deliver the packages to the correct addresses and the correct door not the front door of an apartment building. Please read below. These are correct facts to the in correct information you wrote to me in an email. * Good morning First of all I didn’t ask your driver to leave anything at the front it clearly states that they should call my apartment. It is not a single family home it is an apartment building. Secondly it states that I can’t get around so would appreciate your drivers following simple instructions. Not that difficult.Thirdly they left 3 packages there were 2 packages for apartment number 35 and I was told that there should have been 2 envelopes for number 29. Your driver didn’t deliver the correct number of packages. In conclusion I have fractured the neck of my femur I had it repaired with a dynamic hip screw and I had a liver transplant last year in Oct which I can prove. If your drivers can’t follow simple instructions then there is no hope. You pay for delivery not to be left somewhere and schmuck could have taken the packages. Nottinghamshire police have asked the public that Amazon are doing this it needs to stop. I know mine were just bday cards but it was for my brother’s bday today as he was supposed to pick his card up on Friday 27th so  thank you for ruining his bday. You should give yourselves a round of applause 👏 as you have again fail to follow a verbal contract. So the information below single family home is a lie and it wasn’t left at my front door that picture is the entrance door to the building. But you have obviously lied.,2026-03-28
Iain Croll,1,A €1000 MacBook that says it requires…,A €1000 MacBook that says it requires signature on delivery was just dumped in the communal hallway of our building. Says handed to resident on the tracking which is clearly a lie and no signature from us so I would not trust them with any delivery at all.,2026-03-26
Komal Arora,3,Still the easiest place to buy stuff,"Still the easiest place to buy stuff, but yeah… you really have to check seller ratings now. Not everything is reliable like before",2026-03-26
Darryl Cross,1,Amazon - No customer care!,"Amazon, the worst ever experience. I purchased an item. They stated that my payment card was not processing payment. I cancelled that card and registered another card from another bank and purchased the item.                The next day, I noticed two withdrawals from my banks.   I tried for over two weeks to cancel the orders with Amazon, logging well over two hours on chatting, being passed through around a minimum of ten people! I phoned twice, being passed from pillar to post and held for around an hour, with still, no result or satisfaction. I had to email their Executive customer care...to this day, they have returned one transaction, £298 but not the other one £312.44.I am still trying to get my refund!The customer care at Amazon is a joke.",2026-03-26
Steven M Khan,4,Great customer servicer,"Great customer servicer, excellent experiance, 5 stars",2026-03-26
Mari,1,Ordered a couple of home items and they…,"Ordered a couple of home items and they got delivered quickly and according to my specifications , good experience.",2026-03-26
